t_s,width_x_m,width_3d_m,width_norm
4.838166666666666726e-01,7.654857560946315420e-02,1.223642623949353081e-01,3.440361117653295553e-01
5.005000000000000560e-01,8.488477500103941420e-02,1.297089285965601635e-01,4.452035801097016243e-01
5.171833333333333282e-01,8.516131077779065528e-02,1.299768802331297268e-01,4.485595968178477388e-01
5.338666666666667115e-01,8.481936133527420707e-02,1.296444286057495676e-01,4.444097249426481322e-01
5.505499999999999838e-01,8.488306690020042122e-02,1.297081082445110944e-01,4.451828507305876093e-01
5.672333333333333671e-01,8.486205300978230670e-02,1.296880875505513064e-01,4.449278277886202226e-01
5.839166666666666394e-01,8.452775716358393310e-02,1.293500144307329902e-01,4.408708393638826606e-01
6.006000000000000227e-01,8.487816637273143394e-02,1.297016427628943647e-01,4.451233783098474950e-01
6.172833333333332950e-01,8.488346566857690734e-02,1.297184728508939400e-01,4.451876901526323760e-01
6.339666666666666783e-01,8.456115994551266501e-02,1.293916841882763458e-01,4.412762129309789616e-01
6.506500000000000616e-01,8.463933587010791237e-02,1.294717324759158961e-01,4.422249498799503686e-01
6.673333333333333339e-01,8.458726030442037525e-02,1.294172771848276227e-01,4.415929648594705825e-01
6.840166666666667172e-01,8.469086982820081544e-02,1.295236695261317017e-01,4.428503619927283141e-01
7.006999999999999895e-01,8.464315405049122054e-02,1.294698858955792287e-01,4.422712870205245395e-01
7.173833333333333728e-01,8.501829294097890122e-02,1.298613013777506764e-01,4.468239434584818093e-01
7.340666666666666451e-01,8.483177742940128940e-02,1.296695158610909615e-01,4.445604056966175888e-01
7.507500000000000284e-01,8.477976946712259543e-02,1.296092098198637077e-01,4.439292411058567422e-01
7.674333333333333007e-01,8.474895789071867913e-02,1.295742542856848922e-01,4.435553142077509614e-01
7.841166666666666840e-01,8.479564550456225591e-02,1.296220041820018432e-01,4.441219114631341780e-01
8.008000000000000673e-01,8.473121612883163789e-02,1.295581244529906417e-01,4.433400015634907376e-01
8.174833333333333396e-01,8.462323119718712094e-02,1.294464397873064110e-01,4.420295048202320665e-01
8.341666666666667229e-01,8.476930435526064400e-02,1.295938418339954989e-01,4.438022373211243377e-01
8.508499999999999952e-01,8.484264519997555820e-02,1.296641822827163948e-01,4.446922961162082522e-01
8.675333333333333785e-01,8.498178632331754301e-02,1.298010194078262902e-01,4.463809019820090263e-01
8.842166666666666508e-01,8.524918085701854720e-02,1.300831293693604507e-01,4.496259812744969331e-01
9.009000000000000341e-01,8.468462767243864486e-02,1.295015633662855992e-01,4.427746076752262505e-01
9.175833333333333064e-01,8.507475233166922335e-02,1.299053022758548115e-01,4.475091302387041448e-01
9.342666666666666897e-01,8.508106476439963872e-02,1.299086551600426853e-01,4.475857374320344473e-01
9.509499999999999620e-01,8.490209619968328014e-02,1.297243473942240322e-01,4.454137888311077709e-01
9.676333333333333453e-01,8.489134301527062609e-02,1.297144007754363060e-01,4.452832890202745864e-01
9.843166666666667286e-01,8.474596785542762301e-02,1.295664854034507263e-01,4.435190273716944631e-01
1.001000000000000112e+00,8.492096462114720468e-02,1.297450094130157272e-01,4.456427745284854969e-01
1.017683333333333273e+00,8.462406991173204718e-02,1.294483507548350454e-01,4.420396833948063708e-01
1.034366666666666656e+00,8.498451371195098192e-02,1.298125538462083228e-01,4.464140013586284095e-01
1.051050000000000040e+00,8.477346621965550777e-02,1.295951294625320993e-01,4.438527453841688009e-01
1.067733333333333423e+00,8.476112237047267461e-02,1.295820058494909777e-01,4.437029413892314977e-01
1.084416666666666584e+00,8.473314262533188090e-02,1.295537350270914434e-01,4.433633813753868891e-01
1.101099999999999968e+00,8.467548016974477121e-02,1.294974647377377108e-01,4.426635942930190470e-01
1.117783333333333351e+00,8.472819043112461701e-02,1.295543811084124142e-01,4.433032819311240047e-01
1.134466666666666734e+00,8.458640948620249622e-02,1.294099338963025647e-01,4.415826393956613360e-01
1.151150000000000118e+00,8.523938936012895318e-02,1.300549490684220766e-01,4.495071524287494458e-01
1.167833333333333279e+00,8.477611556440278751e-02,1.295966019968960437e-01,4.438848976262474433e-01
1.184516666666666662e+00,8.482510170346521661e-02,1.296476768251185463e-01,4.444793896051603688e-01
1.201200000000000045e+00,8.479385363490166139e-02,1.296225545389622924e-01,4.441001654721075109e-01
1.217883333333333429e+00,8.457831730894910249e-02,1.294076453712781072e-01,4.414844333610327687e-01
1.234566666666666590e+00,8.430340157412313795e-02,1.291331064123345806e-01,4.381480773558633079e-01
1.251249999999999973e+00,8.458450927976740585e-02,1.294144153197950009e-01,4.415595786379539756e-01
1.267933333333333357e+00,8.433471009011025976e-02,1.291608010309502896e-01,4.385280350741536104e-01
1.284616666666666740e+00,8.443575393796029505e-02,1.292612374708610457e-01,4.397542953635958374e-01
1.301300000000000123e+00,8.414422816361386004e-02,1.289662951735457141e-01,4.362163612089060560e-01
1.317983333333333285e+00,8.409103605263393288e-02,1.289125068548491460e-01,4.355708258814797729e-01
1.334666666666666668e+00,8.435835514534872903e-02,1.291790262421217139e-01,4.388149896280185702e-01
1.351350000000000051e+00,8.458357334293847840e-02,1.294003686451988822e-01,4.415482201812921947e-01
1.368033333333333434e+00,8.414803957805339074e-02,1.289667790314626417e-01,4.362626162385120354e-01
1.384716666666666596e+00,8.399453670640519287e-02,1.288143794177435131e-01,4.343997173107426168e-01
1.401399999999999979e+00,8.431681669390916900e-02,1.291358200635661924e-01,4.383108822076355326e-01
1.418083333333333362e+00,8.434916476074455494e-02,1.291727978348001515e-01,4.387034558342785551e-01
1.434766666666666746e+00,8.442849700920040945e-02,1.292585832929327438e-01,4.396662258398107981e-01
1.451450000000000129e+00,8.420516488510709774e-02,1.290300924387647041e-01,4.369558845279987724e-01
1.468133333333333290e+00,8.414285961528128466e-02,1.289703743292000271e-01,4.361997526126369373e-01
1.484816666666666674e+00,8.469302887968033211e-02,1.295184631490453320e-01,4.428765640737904463e-01
1.501500000000000057e+00,8.429604256411682428e-02,1.291216461097812185e-01,4.380587689820003017e-01
1.518183333333333440e+00,8.409384679889830849e-02,1.289219951341734061e-01,4.356049368798338151e-01
1.534866666666666601e+00,8.443550234347874106e-02,1.292710359088506678e-01,4.397512420325089821e-01
1.551549999999999985e+00,8.450499037434300309e-02,1.293358481006159910e-01,4.405945433779490661e-01
1.568233333333333368e+00,8.417495258804069680e-02,1.290033071943031406e-01,4.365892304373871213e-01
1.584916666666666751e+00,8.438856941161140823e-02,1.292108545318491619e-01,4.391816676166432898e-01
1.601600000000000135e+00,8.414623811201199510e-02,1.289869051166709635e-01,4.362407537865533591e-01
1.618283333333333296e+00,8.410491104024747644e-02,1.289255719500566610e-01,4.357392116534887783e-01
1.634966666666666679e+00,8.395661677966587133e-02,1.287819278583992311e-01,4.339395240250712438e-01
1.651650000000000063e+00,8.454455966931118116e-02,1.293527990798669369e-01,4.410747532683395589e-01
1.668333333333333446e+00,8.392252304109137917e-02,1.287467544920074258e-01,4.335257650617885816e-01
1.685016666666666607e+00,8.428221715640149547e-02,1.290897666099909968e-01,4.378909849077851635e-01
1.701699999999999990e+00,8.451434249266126519e-02,1.293194997357193787e-01,4.407080399594813791e-01
1.718383333333333374e+00,8.406469071252398173e-02,1.288793154825498832e-01,4.352511008801454029e-01
1.735066666666666757e+00,8.421321599537076596e-02,1.290287091092753857e-01,4.370535921768297083e-01
1.751750000000000140e+00,8.393130932127018662e-02,1.287533153579112633e-01,4.336323946756090453e-01
1.768433333333333302e+00,8.365463278106105571e-02,1.284827188749280980e-01,4.302746696730710418e-01
1.785116666666666685e+00,8.475274887786979350e-02,1.295575410536092265e-01,4.436013213333712679e-01
1.801800000000000068e+00,8.393544221738741262e-02,1.287652237227985830e-01,4.336825511818860890e-01
1.818483333333333452e+00,8.372981137152829545e-02,1.285630299312054414e-01,4.311870312078676659e-01
1.835166666666666613e+00,8.378993444294002835e-02,1.286160892077565232e-01,4.319166801327673499e-01
1.851849999999999996e+00,8.385474662340403063e-02,1.286743361975684896e-01,4.327032357209226743e-01
1.868533333333333379e+00,8.358605511795788590e-02,1.284080864208147210e-01,4.294424164800714205e-01
1.885216666666666763e+00,8.383474970155568862e-02,1.286562072994248684e-01,4.324605546305301806e-01
1.901899999999999924e+00,8.327477774381497611e-02,1.281040782994868898e-01,4.256647784443565175e-01
1.918583333333333307e+00,8.367876618801536881e-02,1.285121738843879036e-01,4.305675508254292461e-01
1.935266666666666691e+00,8.364219642602366278e-02,1.284692473280964198e-01,4.301237430342677581e-01
1.951950000000000074e+00,8.380210672547572237e-02,1.286285008308284128e-01,4.320644020082005099e-01
1.968633333333333457e+00,8.433403652853427301e-02,1.291679408595159673e-01,4.385198607831829465e-01
1.985316666666666618e+00,8.397867696471195131e-02,1.288070205572323101e-01,4.342072447173780381e-01
2.002000000000000224e+00,8.387615580137003368e-02,1.286859182728964657e-01,4.329630558418693376e-01
2.018683333333333163e+00,8.390946471807780860e-02,1.287219290392428162e-01,4.333672902679345795e-01
2.035366666666666546e+00,8.397668667704288881e-02,1.287968527709857647e-01,4.341830907408117390e-01
2.052049999999999930e+00,8.446187461614446113e-02,1.292739104439554199e-01,4.400712938852482936e-01
2.068733333333333313e+00,8.415035546839422231e-02,1.289566129084229462e-01,4.362907217038133889e-01
2.085416666666666696e+00,8.396795227786515992e-02,1.287808892756733548e-01,4.340770907507907617e-01
2.102100000000000080e+00,8.402191755902790882e-02,1.288398295306344976e-01,4.347320092115037338e-01
2.118783333333333463e+00,8.370789611688500553e-02,1.285217215150591674e-01,4.309210693796723946e-01
2.135466666666666846e+00,8.353384516997230946e-02,1.283549939343069379e-01,4.288088006064600388e-01
2.152150000000000230e+00,8.365836298746193167e-02,1.284744646074969521e-01,4.303199391682273056e-01
2.168833333333333169e+00,8.380482138127004488e-02,1.286131913125752868e-01,4.320973468600733391e-01
2.185516666666666552e+00,8.347115127198634354e-02,1.282867112290352052e-01,4.280479523299313693e-01
2.202199999999999935e+00,8.369062823426795528e-02,1.285095026318583966e-01,4.307115076974266654e-01
2.218883333333333319e+00,8.404312135478128609e-02,1.288760312606117564e-01,4.349893368298699547e-01
2.235566666666666702e+00,8.402589480776079256e-02,1.288621490673863279e-01,4.347802767932135160e-01
2.252250000000000085e+00,8.363948676433402563e-02,1.284555661895729339e-01,4.300908587904614944e-01
2.268933333333333469e+00,8.386447108547984142e-02,1.286734823538908667e-01,4.328212510373767308e-01
2.285616666666666852e+00,8.387684051820021303e-02,1.286879754892660266e-01,4.329713655121384952e-01
2.302300000000000235e+00,8.362605922022325888e-02,1.284496495925141202e-01,4.299279031580492405e-01
2.318983333333333174e+00,8.373113762513489933e-02,1.285513456528206144e-01,4.312031265186274109e-01
2.335666666666666558e+00,8.372588804673464224e-02,1.285493220990053254e-01,4.311394180428961276e-01
2.352349999999999941e+00,8.336483881477813052e-02,1.281876725010332174e-01,4.267577526065307048e-01
2.369033333333333324e+00,8.370361493996159030e-02,1.285331027204791587e-01,4.308691133490484271e-01
2.385716666666666708e+00,8.294224196792882031e-02,1.277728781379866008e-01,4.216291500962235372e-01
2.402400000000000091e+00,8.269827430952714220e-02,1.275280308038786170e-01,4.186683775428051146e-01
2.419083333333333474e+00,8.306010382396158964e-02,1.278959884044406359e-01,4.230595124267182983e-01
2.435766666666666858e+00,8.342037490611714512e-02,1.282426455649291197e-01,4.274317342975381684e-01
2.452450000000000241e+00,8.343723497744129358e-02,1.282575835495123606e-01,4.276363468136079038e-01
2.469133333333333180e+00,8.311391693165026684e-02,1.279429451151596342e-01,4.237125841219692712e-01
2.485816666666666563e+00,8.295647139206735465e-02,1.277713595429446070e-01,4.218018372823708062e-01
2.502499999999999947e+00,8.381448666798296809e-02,1.286479757442097471e-01,4.322146440289195146e-01
2.519183333333333330e+00,8.386834694343492380e-02,1.286822764553635645e-01,4.328682881484821054e-01
2.535866666666666713e+00,8.358317121121747184e-02,1.284135110234899679e-01,4.294074176118625186e-01
2.552550000000000097e+00,8.353197993466554561e-02,1.283518670713638399e-01,4.287861642556498043e-01
2.569233333333333480e+00,8.333538999866191288e-02,1.281681255737779912e-01,4.264003640614310031e-01
2.585916666666666863e+00,8.326498441510921111e-02,1.280889280735149072e-01,4.255459273678302567e-01
2.602600000000000247e+00,8.305908419583279967e-02,1.278705778197262721e-01,4.230471382989417495e-01
2.619283333333333186e+00,8.370731274402160027e-02,1.285293444462156653e-01,4.309139896119126290e-01
2.635966666666666569e+00,8.350998282068647360e-02,1.283255647435827818e-01,4.285192089889134914e-01
2.652649999999999952e+00,8.332146428984035791e-02,1.281336513030610635e-01,4.262313627407810501e-01
2.669333333333333336e+00,8.345478436450864956e-02,1.282698200293591884e-01,4.278493248119981662e-01
2.686016666666666719e+00,8.327232199355194542e-02,1.280955649214309822e-01,4.256349756499022696e-01
2.702700000000000102e+00,8.346452910805896019e-02,1.282874400942578819e-01,4.279675862628514738e-01
2.719383333333333486e+00,8.378384087448415007e-02,1.286085693908344263e-01,4.318427290592736778e-01
2.736066666666666869e+00,8.385426266913356685e-02,1.286780501687138645e-01,4.326973624894850379e-01
2.752750000000000252e+00,8.373681227714796504e-02,1.285628181033040829e-01,4.312719936547083077e-01
2.769433333333333191e+00,8.357203267206447794e-02,1.283995476205351816e-01,4.292722411658310144e-01
2.786116666666666575e+00,8.398986752938730760e-02,1.288196803106778643e-01,4.343430525411081100e-01
2.802799999999999958e+00,8.389373524271051541e-02,1.287085952443043635e-01,4.331763985765839098e-01
2.819483333333333341e+00,8.380178142517560880e-02,1.286087673119692965e-01,4.320604541890243899e-01
2.836166666666666725e+00,8.402321983335603317e-02,1.288287145834614567e-01,4.347478135116023545e-01
2.852850000000000108e+00,8.337629839769875040e-02,1.281917167018460924e-01,4.268968252147906650e-01
2.869533333333333491e+00,8.379878433379209235e-02,1.286078899822079569e-01,4.320240817207778306e-01
2.886216666666666875e+00,8.385170786627244022e-02,1.286646110106078600e-01,4.326663576003936806e-01
2.902900000000000258e+00,8.358755165687142830e-02,1.284042369232697711e-01,4.294605783600901616e-01
2.919583333333333197e+00,8.378962751649055019e-02,1.285981047907789332e-01,4.319129552972154062e-01
2.936266666666666580e+00,8.376100641210437736e-02,1.285933471309752829e-01,4.315656117973832306e-01
2.952949999999999964e+00,8.386869976657596037e-02,1.286941545301104051e-01,4.328725699827179474e-01
2.969633333333333347e+00,8.381781072512534125e-02,1.286500570726953063e-01,4.322549845282201431e-01
2.986316666666666730e+00,8.416996066308590763e-02,1.289904753592457376e-01,4.365286488238581120e-01
3.003000000000000114e+00,8.404504542303303793e-02,1.288694435615718725e-01,4.350126871727310607e-01
3.019683333333333497e+00,8.353443539754862313e-02,1.283560890962387735e-01,4.288159635624833044e-01
3.036366666666666880e+00,8.379440547635658154e-02,1.286119769535317425e-01,4.319709402470459092e-01
3.053050000000000264e+00,8.395168048675127892e-02,1.287719523386091358e-01,4.338796175576611347e-01
3.069733333333333203e+00,8.360773831070586470e-02,1.284315698376725101e-01,4.297055620231294282e-01
3.086416666666666586e+00,8.326471801065374323e-02,1.280875669527310190e-01,4.255426943040502841e-01
3.103099999999999969e+00,8.364796159891629834e-02,1.284787377181523249e-01,4.301937087247123537e-01
3.119783333333333353e+00,8.366797767827399701e-02,1.284859101802452996e-01,4.304366223091504740e-01
3.136466666666666736e+00,8.368369445328752154e-02,1.285043943218941720e-01,4.306273598699941751e-01
3.153150000000000119e+00,8.390355987207920307e-02,1.287197354941618799e-01,4.332956295155243054e-01
3.169833333333333503e+00,8.397154307417725727e-02,1.287851113042971229e-01,4.341206683759376017e-01
3.186516666666666886e+00,8.419673368853672346e-02,1.290136300576967820e-01,4.368535641812709147e-01
3.203200000000000269e+00,8.477233135965528410e-02,1.296076355910746880e-01,4.438389728113505406e-01
3.219883333333333209e+00,8.366039265008445858e-02,1.284905879254636119e-01,4.303445709961706278e-01
3.236566666666666592e+00,8.395103512086676822e-02,1.287582476714989599e-01,4.338717854474122282e-01
3.253249999999999975e+00,8.347470862171044170e-02,1.282936889077676557e-01,4.280911240498839754e-01
3.269933333333333358e+00,8.421307719747003762e-02,1.290297748968015912e-01,4.370519077362868821e-01
3.286616666666666742e+00,7.554311306027672313e-02,1.210111801500066003e-01,3.318338963625815929e-01
3.303300000000000125e+00,8.393531625180006284e-02,1.287553208685716932e-01,4.336810224733017582e-01
3.319983333333333508e+00,8.414368786730438976e-02,1.289728699108274035e-01,4.362098042148591093e-01
3.336666666666666892e+00,8.429770439892431133e-02,1.291089732849810823e-01,4.380789368801494277e-01
3.353350000000000275e+00,8.414688639971135142e-02,1.289597722100806754e-01,4.362486213557202896e-01
3.370033333333333214e+00,8.395057002176645189e-02,1.287676607592339595e-01,4.338661410408549690e-01
3.386716666666666598e+00,8.456789994456245796e-02,1.293932478798652808e-01,4.413580090359521813e-01
3.403399999999999981e+00,8.445482274282928303e-02,1.292756455299218510e-01,4.399857128984136501e-01
3.420083333333333364e+00,8.427336301603594038e-02,1.290965571423120239e-01,4.377835317480089916e-01
3.436766666666666747e+00,8.420362543506398900e-02,1.290390065614537840e-01,4.369372018818445391e-01
3.453450000000000131e+00,8.431564470676458645e-02,1.291377455420761600e-01,4.382966590626770076e-01
3.470133333333333514e+00,8.395588787662344732e-02,1.287745861631346411e-01,4.339306781143622005e-01
3.486816666666666897e+00,7.525684160563331226e-02,1.211670123528769405e-01,3.283597282237052384e-01
3.503500000000000281e+00,7.516183273832885425e-02,1.211045093670720940e-01,3.272067079894278585e-01
3.520183333333333220e+00,8.358363634595555869e-02,1.284105996843959430e-01,4.294130624509169825e-01
3.536866666666666603e+00,8.393739436599145787e-02,1.287519818926889659e-01,4.337062423057215788e-01
3.553549999999999986e+00,8.391641394113683039e-02,1.287298360943057440e-01,4.334516254992333839e-01
3.570233333333333370e+00,8.481724766840836871e-02,1.296241130017589671e-01,4.443840736457326246e-01
3.586916666666666753e+00,7.544444916318274186e-02,1.213113526386591229e-01,3.306365189706643171e-01
3.603600000000000136e+00,8.411010524950099376e-02,1.289309930746016797e-01,4.358022481735557285e-01
3.620283333333333520e+00,8.434085224885595755e-02,1.291585459531647828e-01,4.386025758356305593e-01
3.636966666666666903e+00,8.399908244480014385e-02,1.288153467308437716e-01,4.344548840388366973e-01
3.653650000000000286e+00,8.428095846029753924e-02,1.290967449103981035e-01,4.378757094696303365e-01
3.670333333333333226e+00,8.426895076151763586e-02,1.290883003592436518e-01,4.377299849698741974e-01
3.687016666666666609e+00,8.408547818065331692e-02,1.289092611306609515e-01,4.355033759788023984e-01
3.703699999999999992e+00,8.467869177948822434e-02,1.295025694329993982e-01,4.427025701394202151e-01
3.720383333333333375e+00,8.449303322471043987e-02,1.293225195846502418e-01,4.404494323387189159e-01
3.737066666666666759e+00,8.440254185000900522e-02,1.292308874885888803e-01,4.393512360437986097e-01
3.753750000000000142e+00,8.465682335358132304e-02,1.294851999212077720e-01,4.424371766211325774e-01
3.770433333333333525e+00,8.449479050971514527e-02,1.293247688872472267e-01,4.404707586130478525e-01
3.787116666666666909e+00,8.510360540876976687e-02,1.299493697117804214e-01,4.478592889413806621e-01
3.803799999999999848e+00,8.487525288121819389e-02,1.297129832207038480e-01,4.450880204031334442e-01
3.820483333333333231e+00,8.457911957912253587e-02,1.294056758362780724e-01,4.414941696495453538e-01
3.837166666666666615e+00,8.453471931870368272e-02,1.293653748766297740e-01,4.409553315376660287e-01
3.853849999999999998e+00,8.470454182360820372e-02,1.295386610558633966e-01,4.430162842670898327e-01
3.870533333333333381e+00,8.481287799500952795e-02,1.296548178098907156e-01,4.443310436287564169e-01
3.887216666666666764e+00,8.510654549905471988e-02,1.299402084999537188e-01,4.478949696487223298e-01
3.903900000000000148e+00,8.466551994914037205e-02,1.294969754902971504e-01,4.425427178293734332e-01
3.920583333333333531e+00,8.430891529010028917e-02,1.291260405704606207e-01,4.382149913847122602e-01
3.937266666666666914e+00,8.465451953278763098e-02,1.294701693422604105e-01,4.424092176309178392e-01
3.953949999999999854e+00,8.469051389383491779e-02,1.295062322919409981e-01,4.428460424009091900e-01
3.970633333333333237e+00,8.496844636310066368e-02,1.297916371055397033e-01,4.462190092609303882e-01
3.987316666666666620e+00,8.456845861108508444e-02,1.293908187285425226e-01,4.413647889694791715e-01
4.004000000000000448e+00,8.492643646758013531e-02,1.297603289120475289e-01,4.457091804317977468e-01
4.020683333333333387e+00,8.463234461480201309e-02,1.294550406407602161e-01,4.421401045485681136e-01
4.037366666666666326e+00,8.474233527324814830e-02,1.295719991848682529e-01,4.434749426365066638e-01
4.054050000000000153e+00,8.461809002239492616e-02,1.294386554247835275e-01,4.419671119222685074e-01
4.070733333333333093e+00,8.501538367304256605e-02,1.298443905774646911e-01,4.467886368087690130e-01
4.087416666666666920e+00,8.504160867134769042e-02,1.298691488790475745e-01,4.471069013513069290e-01
4.104099999999999859e+00,8.490437135865092078e-02,1.297342820221578930e-01,4.454413999836276949e-01
4.120783333333333687e+00,8.479124939577906139e-02,1.296233879212549678e-01,4.440685606283866771e-01
4.137466666666666626e+00,8.502603374656805824e-02,1.298560166191435605e-01,4.469178852738842078e-01
4.154150000000000453e+00,8.508008972292158134e-02,1.299062599183457289e-01,4.475739044043881010e-01
4.170833333333333393e+00,8.498689995237912465e-02,1.298094854944881471e-01,4.464429605871252926e-01
4.187516666666666332e+00,8.526325124908487596e-02,1.301049779565303377e-01,4.497967384597679197e-01
4.204200000000000159e+00,8.479387960527134949e-02,1.296253912728783375e-01,4.441004806464969312e-01
4.220883333333333098e+00,8.505124607771313849e-02,1.298878626636297551e-01,4.472238601664215718e-01
4.237566666666666926e+00,8.527945800507050200e-02,1.301119544116751681e-01,4.499934223916323139e-01
4.254249999999999865e+00,8.520357130703487547e-02,1.300454801842091945e-01,4.490724673183844051e-01
4.270933333333333692e+00,7.619800774473065030e-02,1.222227116954801573e-01,3.397816473875078791e-01
4.287616666666666632e+00,8.510683798330681560e-02,1.299415096844769857e-01,4.478985192148885464e-01
4.304300000000000459e+00,8.519437177774388803e-02,1.300171543703820265e-01,4.489608225454355117e-01
4.320983333333333398e+00,8.576306943065564736e-02,1.305901722131100895e-01,4.558624930904811579e-01
4.337666666666666337e+00,8.570300194595786847e-02,1.305431743173858239e-01,4.551335187616246114e-01
4.354350000000000165e+00,8.571852936498802755e-02,1.305525943527934551e-01,4.553219583129615167e-01
4.371033333333333104e+00,8.564913197260592970e-02,1.304723020888042817e-01,4.544797569491010880e-01
4.387716666666666931e+00,8.545662308838847254e-02,1.302814344132868785e-01,4.521434840823843615e-01
4.404399999999999871e+00,8.558475155520348099e-02,1.304083004214043051e-01,4.536984412039257175e-01
4.421083333333333698e+00,8.543826931757791954e-02,1.302675514125657408e-01,4.519207441453630958e-01
4.437766666666666637e+00,8.595731221855310022e-02,1.307890409452378833e-01,4.582198084775861435e-01
4.454450000000000465e+00,8.571018271279018386e-02,1.305407336689418385e-01,4.552206639901721363e-01
4.471133333333333404e+00,8.565039564730120292e-02,1.304739010329435123e-01,4.544950928070534135e-01
4.487816666666666343e+00,8.588402456064256341e-02,1.307101215136747263e-01,4.573303951534291589e-01
4.504500000000000171e+00,8.575795863093549354e-02,1.305785481572365736e-01,4.558004688220326783e-01
4.521183333333333110e+00,8.602962091055399441e-02,1.308659711035496387e-01,4.590973411474999488e-01
4.537866666666666937e+00,8.561493334783615294e-02,1.304568820289832565e-01,4.540647250950989311e-01
4.554549999999999876e+00,8.559082427859410203e-02,1.304232227022950608e-01,4.537721393033264938e-01
4.571233333333333704e+00,8.619623566941717052e-02,1.310111588863195065e-01,4.611193649201112965e-01
4.587916666666666643e+00,8.560527833690284583e-02,1.304314896662195911e-01,4.539475526323160648e-01
4.604600000000000470e+00,8.577778356338330856e-02,1.306137595408070895e-01,4.560410626624187835e-01
4.621283333333333410e+00,8.588331173264324159e-02,1.307169375627279251e-01,4.573217443281946681e-01
4.637966666666666349e+00,8.593419218015910244e-02,1.307665746025144238e-01,4.579392254873677626e-01
4.654650000000000176e+00,8.587667571036033953e-02,1.307100103147552372e-01,4.572412100771885979e-01
4.671333333333333115e+00,8.576876227448226864e-02,1.306139589815809299e-01,4.559315810009983982e-01
4.688016666666666943e+00,8.581064978290503520e-02,1.306509708305763628e-01,4.564399245498184099e-01
4.704699999999999882e+00,8.560703128579807974e-02,1.304493975635747927e-01,4.539688262839572941e-01
4.721383333333333709e+00,8.615881402383090970e-02,1.309928618280906121e-01,4.606652187358120099e-01
4.738066666666666649e+00,8.594296011586508022e-02,1.307834143413517114e-01,4.580456324740908025e-01
4.754750000000000476e+00,8.574725809338007432e-02,1.305741745345756766e-01,4.556706079293698086e-01
4.771433333333333415e+00,8.590065735251725676e-02,1.307293889992956482e-01,4.575322494237530901e-01
4.788116666666666355e+00,8.600688077006024557e-02,1.308335361502557526e-01,4.588213685686923227e-01
4.804800000000000182e+00,8.572804922553400875e-02,1.305510398125039329e-01,4.554374906011408597e-01
4.821483333333333121e+00,8.575189164072319348e-02,1.305797489368238085e-01,4.557268403000387380e-01
