frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
145,4.838167,2,false,false,0.056784321,-0.142454922,0.264716715,-0.056043390,-0.125560224,-0.062092882,-0.988553703
146,4.871533,2,false,false,0.057752002,-0.142869204,0.265396982,-0.057573918,-0.124097325,-0.063403174,-0.988567233
147,4.904900,2,false,false,0.058143906,-0.143568844,0.266605645,-0.058722407,-0.123416051,-0.064268894,-0.988529027
148,4.938267,2,false,false,0.058182497,-0.144221231,0.267446518,-0.058776371,-0.122753896,-0.064409703,-0.988599181
149,4.971633,2,false,false,0.058005739,-0.144755200,0.267589569,-0.057604667,-0.122806877,-0.062292974,-0.988797128
150,5.005000,2,false,true,0.057851076,-0.145273209,0.267163157,0.057670347,0.123714700,0.059721425,0.988838851
151,5.038367,2,false,false,0.057011962,-0.145266965,0.266027987,0.058329329,0.124222003,0.057804842,0.988850474
152,5.071733,2,false,false,0.056799076,-0.144981965,0.264593303,0.058969215,0.123022228,0.058380451,0.988928735
153,5.105100,2,false,false,0.056477215,-0.144301951,0.263075531,0.059516583,0.121430583,0.061072450,0.988930047
154,5.138467,2,false,false,0.055675328,-0.143646389,0.260743767,0.060823727,0.120558560,0.063255839,0.988819957
155,5.171833,2,false,false,0.054747786,-0.142847881,0.258422852,0.061863858,0.119651549,0.065048829,0.988749266
156,5.205200,2,false,false,0.053314175,-0.142027095,0.256412983,0.061899811,0.118329592,0.066048622,0.988839746
157,5.238567,2,false,false,0.051552415,-0.141196474,0.254409730,0.061679073,0.117359631,0.066104896,0.988965452
158,5.271933,2,false,false,0.048986726,-0.140478745,0.253243864,-0.061064176,-0.116059192,-0.065206751,-0.989216626
159,5.305300,2,false,false,0.047140140,-0.139527172,0.251390368,-0.060885169,-0.114440151,-0.063454069,-0.989530206
160,5.338667,2,false,false,0.045502882,-0.138412669,0.249535456,-0.060049120,-0.113274395,-0.061431088,-0.989843071
161,5.372033,2,false,false,0.043825522,-0.137440771,0.247816399,-0.059947122,-0.111356013,-0.059678379,-0.990174055
162,5.405400,2,false,false,0.042386055,-0.136449009,0.246332154,-0.059682518,-0.109022215,-0.059069436,-0.990486205
163,5.438767,2,false,false,0.041030437,-0.135497540,0.244971320,-0.059312500,-0.107318327,-0.058265973,-0.990742087
164,5.472133,2,false,false,0.039405081,-0.134185717,0.242604122,-0.058965567,-0.106722094,-0.057585660,-0.990867019
165,5.505500,2,false,true,0.038466725,-0.133019760,0.241939977,0.058847964,0.105757006,0.057040565,0.991008937
166,5.538867,2,false,false,0.037770189,-0.132391453,0.241565987,0.059043922,0.104593657,0.056680594,0.991141438
167,5.572233,2,false,false,0.037384905,-0.132087901,0.241331488,0.059307005,0.104222849,0.055802759,0.991214573
168,5.605600,2,false,false,0.036832720,-0.131999552,0.241351157,0.059113808,0.104713500,0.055284329,0.991203487
169,5.638967,2,false,false,0.036778405,-0.131823227,0.241039947,0.059360292,0.103923894,0.054993551,0.991288006
170,5.672333,2,false,false,0.036648136,-0.131929487,0.241179630,0.059556484,0.103578329,0.054898303,0.991317749
171,5.705700,2,false,false,0.036963996,-0.131889567,0.241683900,0.058986574,0.104623333,0.054435503,0.991267562
172,5.739067,2,false,false,0.036556382,-0.132389799,0.242965832,-0.057943992,-0.105935030,-0.054473720,-0.991187632
173,5.772433,2,false,false,0.036581606,-0.132740811,0.243828773,-0.058126699,-0.106758498,-0.054582492,-0.991082668
174,5.805800,2,false,false,0.036990289,-0.132949695,0.244083405,-0.059420887,-0.105839252,-0.054405678,-0.991114140
175,5.839167,2,false,false,0.037356857,-0.133168206,0.244592711,-0.060427696,-0.104724944,-0.053871371,-0.991200805
176,5.872533,2,false,false,0.037724264,-0.133326367,0.245251969,-0.061662257,-0.104156367,-0.053527251,-0.991203427
177,5.905900,2,false,false,0.037958793,-0.133719876,0.246280640,-0.062098898,-0.102796398,-0.052605618,-0.991367459
178,5.939267,2,false,false,0.038349777,-0.134159535,0.247643381,-0.062123582,-0.102503926,-0.051714465,-0.991443038
179,5.972633,2,false,false,0.038510408,-0.134297341,0.248942867,-0.062159054,-0.104066119,-0.052203950,-0.991252422
180,6.006000,2,false,true,0.039771199,-0.134193957,0.249397814,0.061494127,0.103785977,0.052791160,0.991292119
181,6.039367,2,false,false,0.040236585,-0.133945718,0.250049770,0.061492454,0.103439495,0.053273108,0.991302669
182,6.072733,2,false,false,0.040365502,-0.133690536,0.250918806,0.060601041,0.102738425,0.053827297,0.991400480
183,6.106100,2,false,false,0.040688097,-0.133301243,0.252147526,0.059878312,0.102120683,0.053118721,0.991546452
184,6.139467,2,false,false,0.041098464,-0.132674858,0.253608882,0.059191264,0.103367023,0.052738052,0.991478920
185,6.172833,2,false,false,0.041687932,-0.132060736,0.255069643,0.056754194,0.103884690,0.052479867,0.991581023
186,6.206200,2,false,false,0.042279128,-0.131597683,0.256066561,0.056023397,0.103019595,0.051952317,0.991740644
187,6.239567,2,false,false,0.042305652,-0.131223723,0.257889211,-0.055034257,-0.102108933,-0.051507197,-0.991913378
188,6.272933,2,false,false,0.042815246,-0.130626291,0.259268910,-0.052846413,-0.101678461,-0.050012536,-0.992152989
189,6.306300,2,false,false,0.042992115,-0.129858494,0.261093915,-0.050866641,-0.103842497,-0.047427494,-0.992159247
190,6.339667,2,false,false,0.043290444,-0.129363939,0.262893617,-0.047574148,-0.105875030,-0.046628334,-0.992145658
191,6.373033,2,false,false,0.043420404,-0.129357085,0.263723075,-0.044962917,-0.105410412,-0.046598937,-0.992318273
192,6.406400,2,false,false,0.044022609,-0.128883943,0.265102237,-0.044254880,-0.105995774,-0.045369826,-0.992344737
193,6.439767,2,false,false,0.043691888,-0.128930122,0.265837908,-0.044043664,-0.106193289,-0.042267226,-0.992470026
194,6.473133,2,false,false,0.043088138,-0.128752142,0.266653538,-0.042401686,-0.107249059,-0.038641170,-0.992575765
195,6.506500,2,false,true,0.042960517,-0.128819689,0.266379893,0.041354276,0.108364657,0.035938121,0.992600381
196,6.539867,2,false,false,0.042471524,-0.128819823,0.266500890,0.040641252,0.109372586,0.033718280,0.992597163
197,6.573233,2,false,false,0.042020015,-0.128658190,0.266248673,0.041088883,0.109569810,0.031787954,0.992620647
198,6.606600,2,false,false,0.042043723,-0.128128648,0.266065419,0.041914701,0.109504662,0.031723093,0.992595434
199,6.639967,2,false,false,0.042773079,-0.127725184,0.265641153,0.043248624,0.109137058,0.034345444,0.992491364
200,6.673333,2,false,false,0.043179862,-0.127615049,0.265403867,0.044446617,0.108645052,0.036829658,0.992403388
201,6.706700,2,false,false,0.043551654,-0.127523527,0.265359581,0.045264162,0.108110532,0.038293298,0.992369413
202,6.740067,2,false,false,0.043951523,-0.127334893,0.265155345,0.045948122,0.107755020,0.039621484,0.992324471
203,6.773433,2,false,false,0.043859199,-0.127226263,0.265324444,-0.046442341,-0.107466370,-0.039067861,-0.992354691
204,6.806800,2,false,false,0.043034490,-0.127449438,0.265313417,-0.046329405,-0.108041115,-0.037340455,-0.992364109
205,6.840167,2,false,false,0.042736717,-0.127099171,0.265318155,-0.045960784,-0.108982451,-0.035976943,-0.992328644
206,6.873533,2,false,false,0.042831417,-0.126964524,0.265058100,-0.045948911,-0.109891273,-0.034970906,-0.992264986
207,6.906900,2,false,false,0.042922847,-0.127046749,0.265051663,-0.046100985,-0.111641459,-0.035213366,-0.992053926
208,6.940267,2,false,false,0.042994816,-0.127028108,0.265010685,-0.046181150,-0.113097981,-0.037073560,-0.991817415
209,6.973633,2,false,false,0.042969584,-0.126863033,0.264868677,-0.046575677,-0.113395840,-0.039164588,-0.991684556
210,7.007000,2,false,true,0.043151315,-0.126667067,0.264138639,0.047118660,0.113841638,0.041979864,0.991492629
211,7.040367,2,false,false,0.043784335,-0.126634330,0.263329178,0.048798189,0.110280916,0.045581229,0.991654813
212,7.073733,2,false,false,0.044570699,-0.126492187,0.261826038,0.052151680,0.107454263,0.048154797,0.991672814
213,7.107100,2,false,false,0.044605382,-0.127048850,0.261194736,0.053734861,0.108751439,0.048622932,0.991423965
214,7.140467,2,false,false,0.044676747,-0.127921090,0.260189265,0.054786913,0.110312857,0.047456548,0.991250455
215,7.173833,2,false,false,0.044539057,-0.129059434,0.259453505,0.055516113,0.112422854,0.045794141,0.991050899
216,7.207200,2,false,false,0.044670988,-0.130293697,0.258744389,0.056449570,0.112928621,0.043992329,0.991022348
217,7.240567,2,false,false,0.044562597,-0.131662920,0.257812291,0.058945909,0.112993084,0.042048439,0.990954041
218,7.273933,2,false,false,0.044535760,-0.133625075,0.256523341,-0.061126664,-0.111716896,-0.043429215,-0.990907073
219,7.307300,2,false,false,0.045579340,-0.135322660,0.255588949,-0.062493701,-0.111500300,-0.046267837,-0.990717649
220,7.340667,2,false,false,0.045190174,-0.137373060,0.254800469,-0.063306138,-0.112243384,-0.044095378,-0.990681291
221,7.374033,2,false,false,0.044360861,-0.139265805,0.254318744,-0.064253010,-0.114108913,-0.038885999,-0.990625381
222,7.407400,2,false,false,0.044581629,-0.141111523,0.253800988,-0.065852828,-0.113646150,-0.037792027,-0.990615845
223,7.440767,2,false,false,0.044893738,-0.143099710,0.252888620,-0.069407851,-0.111063965,-0.039012153,-0.990618765
224,7.474133,2,false,false,0.044251733,-0.145473748,0.252604216,-0.071947135,-0.110953890,-0.038588647,-0.990466475
225,7.507500,2,false,true,0.043001778,-0.147413984,0.252852857,0.073552862,0.111595079,0.036737587,0.990346909
226,7.540867,2,false,false,0.042254165,-0.149075672,0.252626002,0.076188266,0.109997101,0.035769533,0.990361869
227,7.574233,2,false,false,0.041824266,-0.150487691,0.252392560,0.078387290,0.108043827,0.036840677,0.990365982
228,7.607600,2,false,false,0.040582713,-0.151863843,0.252701461,0.079416178,0.107756369,0.036925029,0.990312219
229,7.640967,2,false,false,0.039306659,-0.152721241,0.252541274,0.080147259,0.106542841,0.036284532,0.990408242
230,7.674333,2,false,false,0.037526790,-0.153609395,0.252836704,0.080230422,0.104561284,0.035508510,0.990640819
231,7.707700,2,false,false,0.035211559,-0.154407516,0.253310531,0.080048323,0.102675743,0.034426834,0.990890920
232,7.741067,2,false,false,0.032722410,-0.154955640,0.253447056,0.080701597,0.099053264,0.033841990,0.991226792
233,7.774433,2,false,false,0.029835520,-0.155584395,0.253970325,-0.080405265,-0.095570959,-0.032680128,-0.991631567
234,7.807800,2,false,false,0.026870208,-0.155978337,0.254193395,-0.080656260,-0.091752112,-0.031333894,-0.992015302
235,7.841167,2,false,false,0.023727069,-0.156543791,0.254381508,-0.080988578,-0.087143488,-0.031227645,-0.992407024
236,7.874533,2,false,false,0.020108625,-0.157019198,0.254216254,-0.081493102,-0.084298715,-0.030593688,-0.992631257
237,7.907900,2,false,false,0.016108133,-0.157162875,0.254100680,-0.082812548,-0.080592573,-0.029300068,-0.992868841
238,7.941267,2,false,false,0.012018155,-0.157085344,0.254154950,-0.083908714,-0.076288223,-0.029328996,-0.993115962
