timestamp,x,y,z,q_x,q_y,q_z,q_w,ok
0.0,0.002871508155285342,-0.25667677162264724,0.022916889909061877,0.0213835444878701,-0.5389449178296225,0.8420629131513664,-0.0033421349151658013,1
0.033367,0.004340067963497984,-0.25970913503727044,0.022388923464948862,0.0208071038330144,-0.5388611088244999,0.8421297479044012,-0.0036410878844519994,1
0.066733,0.00381998481887085,-0.25930217600884564,0.022365074638357935,0.018639691571029703,-0.5382064087407141,0.8425877028302474,-0.005690916253715099,1
0.1001,0.004597115956798721,-0.2553317282593762,0.025408632003387693,0.0170531728436746,-0.538248567908222,0.842586617225041,-0.0067424709101411,1
0.133467,0.005186167796755751,-0.2550378085610041,0.025598377803664724,0.014985223762524503,-0.5382299395948714,0.8426454543398887,-0.0057108206775098,1
0.166833,0.006079005758977388,-0.2554488361347698,0.02524191972758094,0.0139504623501911,-0.5377873460222412,0.8429528824383784,-0.0045379563020685,1
0.2002,0.007366138255112476,-0.25578284256790224,0.025138608000607132,0.0129851100078592,-0.5391001973335676,0.8421383834012911,-0.0023037697915625995,1
0.233567,0.00807996944921777,-0.25575075985985685,0.02487104588318595,0.011814230069759799,-0.5390950290354888,0.8421554226484994,-0.0033492895980350985,1
0.266933,0.008849598547369962,-0.2558954287550278,0.025032445457270625,0.010914982741974298,-0.5380996455959632,0.8427974899011199,-0.004693141550457899,1
0.3003,0.009410641958319489,-0.2557850979976424,0.025308602526818463,0.0093307084840225,-0.5379270599494712,0.8429233497351549,-0.0052576158636572995,1
0.333667,0.009975502393050657,-0.2560669763565536,0.02501641221328968,0.0068462254300886,-0.5365493700001774,0.8438060329742709,-0.0076994458239925,1
0.367033,0.010174118906568115,-0.2555741138957531,0.02524866887624222,0.0041125547767985994,-0.5361860233765817,0.8440291243717535,-0.0101228672354592,1
0.4004,0.007306536239709097,-0.2553266425143369,0.02650891511932746,0.0028598680292370006,-0.5353828302089795,0.8444753915114084,-0.0147769890008739,1
0.433767,0.0070859450151415995,-0.25458339557640963,0.02572360598427395,0.0046229886555671,-0.535129436307323,0.8445112427971637,-0.0203930174934228,1
0.467133,0.004071306899442479,-0.25739753284828804,0.025750584701110024,0.006936910554747798,-0.5339328633372825,0.8451426793812504,-0.0245240332875151,1
0.5005,0.0035407757419343247,-0.25702778162779427,0.02574602220845329,0.0081747620520571,-0.5327030327285396,0.8458379717063118,-0.026810031834391495,1
0.533867,0.001676722252647477,-0.25706390495182885,0.025986838713732113,0.011592881813429302,-0.5312517480755401,0.8466739353054991,-0.027936222583633902,1
0.567233,0.0001340503473514316,-0.2568393618435439,0.026924486671935588,0.014164207712968998,-0.5312553607915338,0.846621875666125,-0.028258034144176797,1
0.6006,-0.00032657086955564536,-0.2576690447367071,0.02783852326300626,0.0142451690940703,-0.5294403593874834,0.847815582858202,-0.0264332834120366,1
