t,gx,gy,gz,ax,ay,az
7.378998817608691807e-01,-1.096911608093716767e-01,-1.416400425985090417e-01,1.661341853035143701e-01,8.803357314148680501e+00,5.347721822541966485e-01,4.155875299760191766e+00
7.428560279195282057e-01,-1.086261980830670881e-01,-1.512247071352502692e-01,1.789137380191693216e-01,8.827338129496402175e+00,5.659472422062350461e-01,4.007194244604316502e+00
7.478121740781871196e-01,-1.192758253461128903e-01,-1.533546325878594185e-01,1.884984025559105492e-01,8.868105515587529908e+00,5.347721822541966485e-01,3.916067146282973699e+00
7.527683202368461446e-01,-1.309904153354632672e-01,-1.480298189563365174e-01,1.948881789137380249e-01,8.973621103117505271e+00,4.436450839328537343e-01,3.887290167865707247e+00
7.577244663955050585e-01,-1.427050053248136441e-01,-1.427050053248136441e-01,1.970181043663471743e-01,9.043165467625899012e+00,4.676258992805755188e-01,3.913669064748201532e+00
7.626806125541640835e-01,-1.544195953141639932e-01,-1.363152289669861683e-01,2.023429179978700754e-01,8.978417266187049606e+00,4.700239808153477417e-01,3.925659472422062368e+00
7.676367587128229975e-01,-1.586794462193823196e-01,-1.267305644302449408e-01,2.140575079872204523e-01,8.916067146282973255e+00,4.076738609112710021e-01,3.877697841726618577e+00
7.725929048714820224e-01,-1.640042598509052207e-01,-1.139510117145899892e-01,2.215122470713525027e-01,8.964028776978416602e+00,2.685851318944844079e-01,3.887290167865707247e+00
7.775490510301409364e-01,-1.671991480298189447e-01,-1.001064962726304630e-01,2.161874334398296016e-01,8.985611510791366996e+00,1.702637889688249362e-01,3.978417266187050494e+00
7.825051971887999613e-01,-1.735889243876464205e-01,-9.584664536741213658e-02,2.087326943556975511e-01,8.901678657074340251e+00,9.832134292565947176e-02,4.151079136690647431e+00
7.874613433474588753e-01,-1.735889243876464205e-01,-1.064962726304579388e-01,2.002129925452609260e-01,8.750599520383692820e+00,1.007194244604316530e-01,4.194244604316546443e+00
7.924174895061179003e-01,-1.746538871139510229e-01,-1.256656017039403661e-01,1.980830670926517489e-01,8.661870503597121740e+00,4.316546762589928282e-02,4.131894484412470092e+00
