t,gx,gy,gz,ax,ay,az
1.524247724036963958e-01,-9.265175718849839870e-02,2.875399361022364098e-02,-1.810436634717784918e-02,8.474820143884892687e+00,3.021582733812949728e-01,3.856115107913669071e+00
1.573828068026679738e-01,-1.299254526091586925e-01,5.537806176783812567e-02,-2.768903088391906284e-02,8.719424460431655532e+00,1.318944844124700366e-01,4.402877697841726778e+00
1.623408412016395519e-01,-1.267305644302449408e-01,6.815761448349308416e-02,-3.727369542066027996e-02,8.767386091127098879e+00,-1.175059952038369354e-01,4.980815347721822661e+00
1.672988756006111577e-01,-1.118210862619808260e-01,5.324813631522896940e-02,-5.644302449414270728e-02,8.637889688249400066e+00,-1.966426858513189435e-01,5.141486810551558762e+00
1.722569099995827357e-01,-1.341853035143769912e-01,-8.519701810436635520e-03,-9.052183173588924936e-02,8.424460431654676285e+00,-1.079136690647481966e-01,5.261390887290168017e+00
1.772149443985543416e-01,-1.363152289669861683e-01,-7.028753993610223350e-02,-1.150159744408945639e-01,8.400479616306954611e+00,7.673860911270982688e-02,4.834532374100719565e+00
1.821729787975259196e-01,-1.416400425985090417e-01,-9.691160809371672513e-02,-1.107561235356762513e-01,8.618705035971222728e+00,1.678657074340527688e-01,4.628297362110311397e+00
1.871310131964975254e-01,-1.437699680511182188e-01,-1.075612353567625135e-01,-9.797657082002129980e-02,9.011990407673861725e+00,2.158273381294963933e-01,4.436450839328537121e+00
1.920890475954691035e-01,-1.554845580404685956e-01,-1.192758253461128903e-01,-8.306709265175718504e-02,8.928057553956834980e+00,2.925659472422062479e-01,4.177458033573141272e+00
1.970470819944407093e-01,-1.533546325878594185e-01,-1.235356762513312029e-01,-6.709265175718849561e-02,9.021582733812950394e+00,2.589928057553956831e-01,3.884892086330935079e+00
2.020051163934122873e-01,-1.395101171458998923e-01,-1.011714589989350377e-01,-5.218317358892438779e-02,8.968824940047960936e+00,3.309352517985611475e-01,3.467625899280575741e+00
2.069631507923838654e-01,-1.373801916932907430e-01,-7.028753993610223350e-02,-2.662406815761448470e-02,8.836930455635490844e+00,4.364508393285371768e-01,3.652278177458033515e+00
2.119211851913554712e-01,-1.043663471778487756e-01,-4.898828541001064990e-02,1.597444089456868943e-02,9.004796163069544335e+00,4.700239808153477417e-01,3.537170263788969038e+00
2.168792195903270492e-01,-7.774227902023429781e-02,-2.236421725239616520e-02,7.028753993610223350e-02,9.328537170263789591e+00,3.165467625899280324e-01,3.688249400479616469e+00
2.218372539892986550e-01,-3.727369542066027996e-02,1.171458998935037341e-02,1.096911608093716767e-01,9.426858513189447564e+00,2.206235011990407557e-01,3.731414868105515481e+00
2.267952883882702331e-01,-1.916932907348242732e-02,3.727369542066027996e-02,1.277955271565495154e-01,9.323741007194245256e+00,1.798561151079136611e-01,3.978417266187050494e+00
2.317533227872418389e-01,2.129925452609158880e-03,5.218317358892438779e-02,1.480298189563365174e-01,9.052757793764987682e+00,2.158273381294963933e-01,4.278177458033573188e+00
2.367113571862134169e-01,2.129925452609158706e-02,3.407880724174654208e-02,1.629392971246006461e-01,8.880095923261391633e+00,1.726618705035971313e-01,3.964028776978417046e+00
2.416693915851849950e-01,2.129925452609158706e-02,4.685835995740149362e-02,1.565495207667731703e-01,9.026378896882494729e+00,9.112709832134292809e-02,3.695443645083932971e+00
2.466274259841566008e-01,2.129925452609158706e-02,1.033013844515442009e-01,1.469648562300319428e-01,9.206235011990408168e+00,1.558752997601918489e-01,4.220623501199041172e+00
2.515854603831281788e-01,2.236421725239616520e-02,1.107561235356762513e-01,1.416400425985090417e-01,9.285371702637888802e+00,9.832134292565947176e-02,4.601918465227817556e+00
2.565434947820997569e-01,-4.259850905218317760e-03,6.815761448349308416e-02,1.001064962726304630e-01,9.788968824940047497e+00,-9.592326139088728360e-03,4.465227817745803129e+00
2.615015291810713904e-01,-5.431309904153354406e-02,4.685835995740149362e-02,4.366347177848775574e-02,9.498800959232614360e+00,1.390887290167865664e-01,4.575539568345323715e+00
2.664595635800429685e-01,-5.857294994675186356e-02,5.537806176783812567e-02,2.129925452609158706e-02,9.342925659472422595e+00,3.021582733812949728e-01,4.474820143884891799e+00
2.714175979790145465e-01,-6.602768903088392094e-02,6.389776357827475772e-02,9.584664536741213658e-03,9.292565947242206192e+00,4.412470023980815115e-01,4.683453237410072134e+00
2.763756323779861246e-01,-7.667731629392970927e-02,4.366347177848775574e-02,7.454739084132055646e-03,9.052757793764987682e+00,5.659472422062350461e-01,4.776978417266186661e+00
2.813336667769577026e-01,-8.306709265175718504e-02,9.584664536741213658e-03,1.916932907348242732e-02,8.621103117505995783e+00,7.482014388489208745e-01,4.405275779376498946e+00
2.862917011759293362e-01,-8.839190628328008614e-02,-1.064962726304579440e-03,4.792332268370606829e-02,8.690647482014387748e+00,7.482014388489208745e-01,4.170263788968824770e+00
2.912497355749009142e-01,-6.602768903088392094e-02,1.810436634717784918e-02,9.371671991480298725e-02,8.719424460431655532e+00,7.026378896882493619e-01,4.098321342925659749e+00
2.962077699738724923e-01,-6.389776357827475772e-02,-3.194888178913737886e-03,1.309904153354632672e-01,8.954436450839327932e+00,5.299760191846523139e-01,3.589928057553956720e+00
3.011658043728440703e-01,-8.093716719914803570e-02,1.810436634717784918e-02,1.309904153354632672e-01,9.191846522781775164e+00,5.275779376498801465e-01,3.398081534772182444e+00
3.061238387718157039e-01,-8.413205537806177359e-02,7.241746538871139671e-02,1.490947816826411199e-01,8.834532374100719565e+00,5.611510791366906004e-01,3.515587529976019088e+00
3.110818731707872820e-01,-6.389776357827475772e-02,1.224707135250266282e-01,1.810436634717784987e-01,8.901678657074340251e+00,3.717026378896882699e-01,3.911270983213429364e+00
3.160399075697588600e-01,-5.431309904153354406e-02,1.277955271565495154e-01,1.970181043663471743e-01,8.932853717026379314e+00,2.038369304556355011e-01,4.158273381294963933e+00
3.209979419687304381e-01,-5.537806176783812567e-02,1.096911608093716767e-01,1.906283280085196985e-01,9.002398081534773056e+00,1.726618705035971313e-01,4.256594724220623682e+00
3.259559763677020161e-01,-5.111821086261980618e-02,1.011714589989350377e-01,1.821086261980830734e-01,8.918465227817746310e+00,3.621103117505995450e-01,4.172661870503596937e+00
3.309140107666736497e-01,-6.070287539936101984e-02,1.022364217252396124e-01,1.863684771033013721e-01,9.038369304556354678e+00,4.148681055155875042e-01,4.522781774580336034e+00
3.358720451656452277e-01,-6.176783812566560145e-02,8.945686900958466081e-02,1.927582534611288478e-01,9.167865707434053490e+00,3.453237410071942626e-01,4.544364508393285540e+00
3.408300795646168058e-01,-7.987220447284344715e-02,6.496272630457934627e-02,1.842385516506922227e-01,9.064748201438849406e+00,2.901678657074340251e-01,4.484412470023980468e+00
3.457881139635883838e-01,-9.158679446219382403e-02,4.685835995740149362e-02,1.682641107561235472e-01,8.791366906474820553e+00,3.884892086330935523e-01,4.354916067146282543e+00
3.507461483625600174e-01,-9.691160809371672513e-02,2.981895633652822258e-02,1.693290734824281218e-01,8.750599520383692820e+00,5.059952038369304184e-01,4.302158273381294862e+00
3.557041827615315954e-01,-9.584664536741213658e-02,9.584664536741213658e-03,1.863684771033013721e-01,8.688249400479616469e+00,4.964028776978417490e-01,4.218225419664269005e+00
3.606622171605031735e-01,-8.413205537806177359e-02,-4.259850905218317760e-03,2.097976570820021258e-01,8.736211031175059816e+00,3.812949640287769948e-01,3.880095923261390745e+00
3.656202515594747515e-01,-6.815761448349308416e-02,3.194888178913737886e-03,2.257720979765708291e-01,8.848920863309352569e+00,2.470023980815347631e-01,3.702637889688249473e+00
3.705782859584463296e-01,-3.940362087326943624e-02,2.555910543130990309e-02,2.417465388711395047e-01,8.760191846522781489e+00,2.110311750599520308e-01,3.649880095923261347e+00
3.755363203574179631e-01,-1.064962726304579353e-02,4.259850905218317413e-02,2.651757188498402584e-01,8.755395683453237154e+00,1.175059952038369354e-01,3.774580335731414937e+00
3.804943547563895412e-01,2.768903088391906284e-02,5.644302449414270728e-02,2.960596379126730349e-01,8.798561151079136167e+00,-1.079136690647481966e-01,3.781774580335731439e+00
3.854523891553611192e-01,5.857294994675186356e-02,6.496272630457934627e-02,3.184238551650692139e-01,8.884892086330935967e+00,-4.580335731414867939e-01,3.776978417266187105e+00
3.904104235543326973e-01,8.626198083067092293e-02,7.348242811501597138e-02,3.056443024494142624e-01,8.968824940047960936e+00,-6.163069544364508934e-01,3.884892086330935079e+00
3.953684579533043308e-01,1.107561235356762513e-01,6.922257720979765883e-02,2.886048988285410122e-01,8.791366906474820553e+00,-5.539568345323740983e-01,4.019184652278177339e+00
4.003264923522759089e-01,1.437699680511182188e-01,6.176783812566560145e-02,2.822151224707135087e-01,8.666666666666666075e+00,-4.820143884892086339e-01,4.167865707434052602e+00
4.052845267512474869e-01,1.799787007454738963e-01,4.579339723109691201e-02,2.896698615548455868e-01,8.762589928057554545e+00,-6.187050359712230607e-01,4.086330935251798913e+00
4.102425611502190650e-01,2.066027689030884018e-01,2.768903088391906284e-02,2.811501597444089340e-01,8.980815347721822661e+00,-8.153477218225420042e-01,4.093525179856115415e+00
4.152005955491906430e-01,2.310969116080937302e-01,1.384451544195953142e-02,2.460063897763578311e-01,8.980815347721822661e+00,-7.482014388489208745e-01,3.853717026378896904e+00
4.201586299481622766e-01,2.428115015974440793e-01,9.584664536741213658e-03,2.140575079872204523e-01,8.928057553956834980e+00,-5.707434052757793808e-01,3.805755395683453113e+00
4.251166643471338547e-01,2.609158679446219598e-01,1.597444089456868943e-02,1.991480298189563236e-01,8.901678657074340251e+00,-4.340527577937650094e-01,3.613908872901678837e+00
4.300746987461054327e-01,2.715654952076677064e-01,3.301384451544196047e-02,2.023429179978700754e-01,9.079136690647482411e+00,-5.587529976019184330e-01,3.625899280575539674e+00
4.350327331450770108e-01,2.822151224707135087e-01,5.431309904153354406e-02,1.874334398296059745e-01,9.235011990407674176e+00,-5.827338129496403285e-01,3.601918465227817556e+00
4.399907675440485888e-01,2.726304579339723366e-01,6.815761448349308416e-02,1.565495207667731703e-01,9.107913669064748419e+00,-3.788968824940047719e-01,3.707434052757793808e+00
4.449488019430202224e-01,2.630457933972311091e-01,7.880724174653887248e-02,1.448349307774227934e-01,8.930455635491606259e+00,-1.630695443645084064e-01,3.829736211031175230e+00
4.499068363419918004e-01,2.513312034078807322e-01,8.413205537806177359e-02,1.544195953141639932e-01,8.983213429256593940e+00,-1.318944844124700366e-01,4.009592326139088669e+00
4.548648707409633785e-01,2.374866879659212060e-01,8.519701810436634826e-02,1.608093716719914690e-01,9.213429256594723782e+00,-2.541966426858512929e-01,4.136690647482014427e+00
4.598229051399349565e-01,2.215122470713525027e-01,8.093716719914803570e-02,1.490947816826411199e-01,9.287769784172661858e+00,-2.494004796163069582e-01,4.115107913669064921e+00
4.647809395389065901e-01,1.874334398296059745e-01,7.880724174653887248e-02,1.352502662406815659e-01,9.158273381294964821e+00,-1.414868105515587615e-01,4.347721822541966041e+00
4.697389739378781681e-01,1.725239616613418459e-01,8.093716719914803570e-02,1.331203407880724165e-01,9.071942446043165020e+00,-4.556354916067146404e-02,4.297362110311750527e+00
4.746970083368497462e-01,1.469648562300319428e-01,7.987220447284344715e-02,1.331203407880724165e-01,9.211031175059952503e+00,-2.733812949640287981e-01,4.505995203836930862e+00
4.796550427358213242e-01,1.331203407880724165e-01,6.389776357827475772e-02,1.150159744408945639e-01,9.285371702637888802e+00,-4.004796163069544446e-01,4.388489208633093774e+00
4.846130771347929023e-01,1.139510117145899892e-01,4.259850905218317413e-02,8.519701810436634826e-02,9.182254196642686495e+00,-3.621103117505995450e-01,4.103117505995204084e+00
4.895711115337645358e-01,1.054313099041533502e-01,4.792332268370606829e-02,6.922257720979765883e-02,9.131894484412470092e+00,-4.052757793764987793e-01,3.839328537170263900e+00
4.945291459327361139e-01,1.214057507987220397e-01,8.839190628328008614e-02,6.283280085197018305e-02,9.247002398081534125e+00,-5.587529976019184330e-01,3.534772182254196426e+00
4.994871803317076919e-01,1.331203407880724165e-01,1.480298189563365174e-01,4.579339723109691201e-02,9.426858513189447564e+00,-7.577937649880095439e-01,3.836930455635491732e+00
5.044452147306792700e-01,1.522896698615548439e-01,1.874334398296059745e-01,4.259850905218317760e-03,9.323741007194245256e+00,-8.009592326139088891e-01,4.323741007194244368e+00
5.094032491296508480e-01,1.650692225772097954e-01,1.831735889243876481e-01,-3.727369542066027996e-02,9.079136690647482411e+00,-6.426858513189448452e-01,4.858513189448441238e+00
5.143612835286224261e-01,1.831735889243876481e-01,1.384451544195953177e-01,-5.857294994675186356e-02,8.669064748201439130e+00,-4.436450839328537343e-01,4.856115107913669071e+00
5.193193179275940041e-01,1.991480298189563236e-01,1.033013844515442009e-01,-5.963791267305644517e-02,8.582733812949641106e+00,-3.956834532374100544e-01,4.669064748201439130e+00
5.242773523265656932e-01,2.161874334398296016e-01,9.371671991480298725e-02,-5.963791267305644517e-02,8.805755395683453557e+00,-4.220623501199040617e-01,4.661870503597122628e+00
5.292353867255372712e-01,2.236421725239616520e-01,7.880724174653887248e-02,-6.283280085197018305e-02,9.002398081534773056e+00,-3.549160671462829875e-01,4.817745803357314394e+00
5.341934211245088493e-01,2.204472843450479280e-01,3.833865814696485463e-02,-7.135250266240682204e-02,8.772182254196643214e+00,-1.966426858513189435e-01,4.815347721822542226e+00
5.391514555234804273e-01,2.108626198083067005e-01,1.064962726304579440e-03,-7.454739084132055993e-02,8.700239808153476417e+00,1.678657074340527550e-02,4.666666666666666963e+00
5.441094899224520054e-01,1.927582534611288478e-01,-2.023429179978700893e-02,-6.283280085197018305e-02,8.935251798561150594e+00,1.678657074340527550e-02,4.453237410071942293e+00
5.490675243214235834e-01,1.746538871139510229e-01,-2.555910543130990309e-02,-5.005324813631523151e-02,9.258992805755395850e+00,-1.750599520383692986e-01,4.107913669064748419e+00
5.540255587203951615e-01,1.448349307774227934e-01,-1.064962726304579353e-02,-6.176783812566560145e-02,9.338129496402878260e+00,-2.374100719424460382e-01,3.966426858513189657e+00
5.589835931193667395e-01,1.118210862619808260e-01,1.171458998935037341e-02,-7.667731629392970927e-02,9.256594724220622794e+00,-5.515587529976018893e-02,3.968824940047961825e+00
5.639416275183383176e-01,7.880724174653887248e-02,2.449414270500532495e-02,-7.348242811501597138e-02,9.237410071942445455e+00,6.714628297362110199e-02,3.930455635491606703e+00
5.688996619173100067e-01,4.792332268370606829e-02,4.153354632587859252e-02,-5.750798722044728195e-02,9.381294964028777272e+00,-8.872901678657074687e-02,3.810551558752997447e+00
5.738576963162815847e-01,1.490947816826411129e-02,7.241746538871139671e-02,-5.963791267305644517e-02,9.558752997601917656e+00,-2.949640287769784153e-01,3.745803357314148485e+00
5.788157307152531628e-01,-2.236421725239616520e-02,1.064962726304579388e-01,-8.839190628328008614e-02,9.633093525179855732e+00,-3.261390887290168128e-01,3.899280575539568527e+00
5.837737651142247408e-01,-5.537806176783812567e-02,1.352502662406815659e-01,-1.182108626198083018e-01,9.505995203836929974e+00,-1.702637889688249362e-01,4.211031175059951615e+00
5.887317995131963189e-01,-7.561235356762513460e-02,1.480298189563365174e-01,-1.267305644302449408e-01,9.247002398081534125e+00,-2.158273381294964141e-02,4.541966426858513373e+00
5.936898339121678969e-01,-8.413205537806177359e-02,1.448349307774227934e-01,-1.160809371671991524e-01,9.122302158273381423e+00,-5.995203836930455832e-02,4.719424460431654644e+00
5.986478683111394750e-01,-8.945686900958466081e-02,1.341853035143769912e-01,-1.107561235356762513e-01,9.177458033573142160e+00,-2.637889688249400733e-01,4.904076738609112418e+00
6.036059027101110530e-01,-9.158679446219382403e-02,1.192758253461128903e-01,-1.192758253461128903e-01,9.100719424460431028e+00,-3.717026378896882699e-01,5.076738609112710243e+00
6.085639371090826311e-01,-9.158679446219382403e-02,8.839190628328008614e-02,-1.277955271565495154e-01,8.949640287769783598e+00,-3.717026378896882699e-01,5.374100719424460770e+00
6.135219715080543201e-01,-9.158679446219382403e-02,2.981895633652822258e-02,-1.416400425985090417e-01,8.848920863309352569e+00,-3.453237410071942626e-01,5.563549160671462879e+00
6.184800059070258982e-01,-8.945686900958466081e-02,-3.620873269435569836e-02,-1.554845580404685956e-01,8.577937649880096771e+00,-4.052757793764987793e-01,5.196642685851318610e+00
6.234380403059974762e-01,-9.797657082002129980e-02,-7.028753993610223350e-02,-1.703940362087326965e-01,8.700239808153476417e+00,-5.659472422062350461e-01,5.187050359712229941e+00
6.283960747049690543e-01,-1.096911608093716767e-01,-1.107561235356762513e-01,-2.002129925452609260e-01,8.947242206235012318e+00,-6.714628297362110754e-01,5.304556354916067029e+00
6.333541091039406323e-01,-1.160809371671991524e-01,-1.671991480298189447e-01,-2.428115015974440793e-01,9.091127098321342359e+00,-6.546762589928057929e-01,5.100719424460431917e+00
6.383121435029122104e-01,-1.341853035143769912e-01,-2.236421725239616520e-01,-2.832800851970180833e-01,8.983213429256593940e+00,-5.707434052757793808e-01,4.657074340527578293e+00
6.432701779018837884e-01,-1.448349307774227934e-01,-2.385516506922257807e-01,-3.173588924387646393e-01,9.088729016786571080e+00,-5.155875299760191988e-01,4.268585131894484519e+00
6.482282123008553665e-01,-1.544195953141639932e-01,-2.268370607028754038e-01,-3.397231096911608184e-01,9.426858513189447564e+00,-5.347721822541966485e-01,4.076738609112710243e+00
6.531862466998269445e-01,-1.586794462193823196e-01,-2.044728434504792247e-01,-3.663471778487752961e-01,9.731414868105515481e+00,-6.450839328537170125e-01,4.115107913669064921e+00
6.581442810987986336e-01,-1.608093716719914690e-01,-1.821086261980830734e-01,-4.089456869009584494e-01,9.625899280575540118e+00,-5.563549160671462657e-01,4.187050359712229941e+00
6.631023154977702116e-01,-1.629392971246006461e-01,-1.629392971246006461e-01,-4.408945686900958560e-01,9.270983213429255798e+00,-2.733812949640287981e-01,4.525179856115108201e+00
6.680603498967417897e-01,-1.448349307774227934e-01,-1.554845580404685956e-01,-4.376996805111821320e-01,8.976019184652278327e+00,-1.199040767386091132e-02,4.633093525179855732e+00
6.730183842957133677e-01,-1.277955271565495154e-01,-1.618743343982960714e-01,-4.110756123535675988e-01,8.880095923261391633e+00,-2.398081534772182090e-03,4.779376498800958828e+00
6.779764186946849458e-01,-1.043663471778487756e-01,-1.757188498402555976e-01,-3.908413205537806245e-01,8.899280575539568972e+00,-4.556354916067146404e-02,4.810551558752997892e+00
6.829344530936565238e-01,-9.265175718849839870e-02,-1.970181043663471743e-01,-3.801916932907348223e-01,8.856115107913668183e+00,1.750599520383692986e-01,4.980815347721822661e+00
6.878924874926281019e-01,-8.093716719914803570e-02,-2.321618743343983049e-01,-3.599574014909477926e-01,8.697841726618705138e+00,4.916067146282973588e-01,4.918465227817745422e+00
6.928505218915996799e-01,-7.348242811501597138e-02,-2.630457933972311091e-01,-3.130990415335463406e-01,8.676258992805754744e+00,5.971223021582733326e-01,4.609112709832134058e+00
6.978085562905712580e-01,-7.454739084132055993e-02,-2.736954206602769113e-01,-2.630457933972311091e-01,8.846522781774579514e+00,4.292565947242206192e-01,4.366906474820144268e+00
7.027665906895429471e-01,-8.413205537806177359e-02,-2.736954206602769113e-01,-2.385516506922257807e-01,9.076738609112709355e+00,2.685851318944844079e-01,4.201438848920862945e+00
7.077246250885145251e-01,-1.139510117145899892e-01,-2.758253461128860606e-01,-2.364217252396166036e-01,9.117505995203837088e+00,2.086330935251798635e-01,4.230215827338129841e+00
7.126826594874861032e-01,-1.384451544195953177e-01,-2.896698615548455868e-01,-2.396166134185303553e-01,9.043165467625899012e+00,2.446043165467625957e-01,3.997601918465227833e+00
7.176406938864576812e-01,-1.661341853035143701e-01,-2.960596379126730349e-01,-2.374866879659212060e-01,9.000000000000000000e+00,1.774580335731414937e-01,3.695443645083932971e+00
7.225987282854292593e-01,-1.895633652822151238e-01,-2.800851970181043593e-01,-2.406815761448349300e-01,9.153477218225420486e+00,2.398081534772182263e-02,3.479616306954436578e+00
7.275567626844008373e-01,-2.119275825346112752e-01,-2.534611288604898816e-01,-2.523961661341853069e-01,9.383693045563548552e+00,-4.076738609112710160e-02,3.501199040767386084e+00
7.325147970833724154e-01,-2.300319488817891278e-01,-2.289669861554845531e-01,-2.705005324813631318e-01,9.431654676258993675e+00,9.592326139088728360e-03,3.628297362110311841e+00
7.374728314823439934e-01,-2.449414270500532564e-01,-2.097976570820021258e-01,-2.811501597444089340e-01,9.333333333333333925e+00,1.918465227817745811e-01,3.623501199040767506e+00
7.424308658813155715e-01,-2.555910543130990309e-01,-1.853035143769967974e-01,-2.811501597444089340e-01,9.282973621103117523e+00,2.350119904076738708e-01,3.673860911270983021e+00
7.473889002802872605e-01,-2.630457933972311091e-01,-1.565495207667731703e-01,-2.843450479233226580e-01,9.244604316546762846e+00,3.069544364508393075e-01,3.762589928057554101e+00
7.523469346792588386e-01,-2.715654952076677064e-01,-1.363152289669861683e-01,-2.864749733759318628e-01,9.167865707434053490e+00,3.573141486810551548e-01,4.203836930455635112e+00
7.573049690782304166e-01,-2.694355697550585571e-01,-1.427050053248136441e-01,-2.822151224707135087e-01,9.076738609112709355e+00,4.292565947242206192e-01,4.453237410071942293e+00
7.622630034772019947e-01,-2.587859424920127549e-01,-1.618743343982960714e-01,-2.715654952076677064e-01,9.011990407673861725e+00,5.035971223021582510e-01,4.453237410071942293e+00
7.672210378761735727e-01,-2.428115015974440793e-01,-1.778487752928647470e-01,-2.587859424920127549e-01,8.971223021582733992e+00,5.611510791366906004e-01,4.441247002398081456e+00
7.721790722751451508e-01,-2.215122470713525027e-01,-1.895633652822151238e-01,-2.364217252396166036e-01,8.952038369304556653e+00,6.091127098321342803e-01,4.436450839328537121e+00
7.771371066741167288e-01,-2.066027689030884018e-01,-2.108626198083067005e-01,-2.140575079872204523e-01,9.016786570743406060e+00,6.115107913669064477e-01,4.103117505995204084e+00
7.820951410730883069e-01,-2.097976570820021258e-01,-2.204472843450479280e-01,-2.055378061767837994e-01,9.127098321342925757e+00,5.371702637889688159e-01,3.700239808153477306e+00
7.870531754720598849e-01,-2.204472843450479280e-01,-1.948881789137380249e-01,-2.066027689030884018e-01,9.431654676258993675e+00,4.388489208633093441e-01,3.580335731414868050e+00
7.920112098710315740e-01,-2.129925452609158776e-01,-1.490947816826411199e-01,-2.066027689030884018e-01,9.707434052757793808e+00,2.661870503597122406e-01,3.827338129496403063e+00
7.969692442700031521e-01,-1.948881789137380249e-01,-1.288604898828540901e-01,-2.023429179978700754e-01,9.136690647482014427e+00,1.966426858513189435e-01,3.942446043165467540e+00
